,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
14418,182.0,13.0,12.38610486250991,+,48.0,20.0,52.19807403172752,LoMorph,OTHER,182.2201072513507,48.34783279834215
14419,182.0,13.0,35.452140357240296,+,51.0,22.0,23.58726667994688,LoMorph,OTHER,182.22651448343257,51.37321868518888
14420,182.0,13.0,38.189030255825855,+,52.0,13.0,54.07350047381215,LoMorph,OTHER,182.22727473062665,52.23168708346495
14422,182.0,13.0,53.88960249086495,+,55.0,21.0,27.83266958407978,LoMorph,OTHER,182.2316360006919,55.35773129710669
14423,182.0,14.0,6.68674973885345,+,46.0,40.0,23.60220899635124,LoMorph,OTHER,182.23519076381635,46.67322283583232
14424,182.0,14.0,50.044205683739165,+,49.0,50.0,39.85462844626966,LoMorph,OTHER,182.2472345015788,49.8444040634573
14425,182.0,15.0,22.230742666749848,+,46.0,24.0,55.6324355324881,LoMorph,OTHER,182.25617520629632,46.41545345431458
14426,182.0,15.0,24.014530115994148,+,49.0,33.0,59.490837733333706,LoMorph,OTHER,182.25667070281,49.5665252327037
14428,182.0,16.0,16.24926461959376,+,56.0,23.0,10.576084403738832,LoMorph,OTHER,182.2711803512832,56.386271134556594
14429,182.0,16.0,55.77541821316117,+,49.0,53.0,34.54314989678096,LoMorph,OTHER,182.2821598383925,49.89292865274911
14430,182.0,18.0,0.6123354274859594,+,52.0,2.0,38.112244490865805,LoMorph,OTHER,182.3001700931743,52.04392006791413
14434,182.0,20.0,28.678055199009123,+,51.0,54.0,38.16361555967433,LoMorph,OTHER,182.3412994597775,51.91060100432213
14435,182.0,20.0,51.33573732930472,+,50.0,56.0,49.83613767789109,LoMorph,OTHER,182.34759326036925,50.947176704910525
14437,182.0,20.0,59.53585009455082,+,56.0,20.0,6.912244870571271,LoMorph,OTHER,182.3498710694707,56.33525340135294
14438,182.0,21.0,45.93459203900011,+,48.0,31.0,24.75597270459616,LoMorph,OTHER,182.3627596088997,48.52354332575128
14439,182.0,22.0,6.382579279049878,+,53.0,51.0,31.45166194710725,LoMorph,OTHER,182.3684396053553,53.858736572763085
14440,182.0,22.0,33.60501383839846,+,47.0,15.0,16.238821402822623,LoMorph,OTHER,182.3760013927329,47.254510783723006
14442,182.0,23.0,57.20129240638244,+,49.0,43.0,41.76724485279351,LoMorph,OTHER,182.399222581224,49.728268679125776
14443,182.0,24.0,41.61994842515696,+,54.0,12.0,27.32180767067291,LoMorph,OTHER,182.4115610967848,54.20758939101963
14445,182.0,26.0,37.865288401362704,+,55.0,58.0,5.331173146977335,LoMorph,OTHER,182.4438514690004,55.96814754809638
14446,182.0,26.0,43.17905589320162,+,46.0,37.0,10.577754504906808,LoMorph,OTHER,182.4453275155259,46.61960493180692
14447,182.0,26.0,52.737962078551845,+,50.0,5.0,3.169447859474417,LoMorph,OTHER,182.44798276724404,50.08421373551652
14448,182.0,27.0,31.05635272661857,+,54.0,26.0,32.448077924504446,LoMorph,OTHER,182.45862676464628,54.44234668831236
14449,182.0,28.0,40.40105924048703,+,51.0,34.0,37.26319734126719,LoMorph,OTHER,182.4778891831224,51.57701755481702
14450,182.0,28.0,56.975359453686,+,52.0,24.0,23.26099658693636,LoMorph,OTHER,182.4824931554038,52.406461387940816
14451,182.0,29.0,38.66820027558106,+,53.0,34.0,19.239162329555484,LoMorph,OTHER,182.4940745000765,53.57201087842488
14452,182.0,29.0,52.30687249781795,+,47.0,32.0,3.1354200878314487,LoMorph,OTHER,182.49786302013828,47.53420428335773
14454,182.0,30.0,27.59374116966456,+,49.0,15.0,34.59225900925844,LoMorph,OTHER,182.50766492810268,49.25960896083591
14455,182.0,31.0,5.676712083438815,+,56.0,7.0,38.35527610403801,LoMorph,OTHER,182.5182435311343,56.1273209100289
14456,182.0,31.0,40.99293445051672,+,52.0,54.0,33.13482055847089,LoMorph,OTHER,182.5280535929029,52.9092041168218
14457,182.0,33.0,36.15419483377991,+,55.0,36.0,57.49281509868581,LoMorph,OTHER,182.56004283189827,55.6159702264163
14458,182.0,33.0,53.4007849149657,+,51.0,30.0,36.56135335401416,LoMorph,OTHER,182.56483355136527,51.510155931487226
14461,182.0,38.0,51.24309021220597,+,50.0,14.0,39.81182596982137,LoMorph,OTHER,182.6475675250589,50.244392173880506
14462,182.0,39.0,24.49608999752172,+,55.0,13.0,39.32705051517871,LoMorph,OTHER,182.65680446944376,55.22759084736533
14463,182.0,41.0,2.734017047944235,+,53.0,29.0,15.472576814969443,LoMorph,OTHER,182.6840927825133,53.48763127133749
14464,182.0,41.0,22.76537145078464,+,56.0,25.0,21.90522821696561,LoMorph,OTHER,182.6896570476252,56.42275145228249
14465,182.0,41.0,43.16285964576082,+,56.0,16.0,8.452151249201165,LoMorph,OTHER,182.69532301656827,56.26901448645811
14466,182.0,44.0,18.774913094089243,+,49.0,49.0,43.18018588614393,LoMorph,OTHER,182.73854858697052,49.82866116274615
14467,182.0,45.0,16.987450840917973,+,51.0,0.0,17.78994995619314,LoMorph,OTHER,182.7547187363447,51.00494165276561
14468,182.0,46.0,9.04629784349936,+,53.0,3.0,37.11242407570524,LoMorph,OTHER,182.76917952717875,53.060309006687696
14469,182.0,47.0,8.472803353838572,+,55.0,45.0,51.46024678571166,LoMorph,OTHER,182.7856868898205,55.76429451299603
14470,182.0,48.0,46.11515746734767,+,47.0,38.0,11.988311443893169,LoMorph,OTHER,182.81280976596315,47.636663419845526
14471,182.0,48.0,52.66762411132049,+,53.0,40.0,38.22216179589475,LoMorph,OTHER,182.81462989558648,53.67728393383219
14472,182.0,49.0,51.46755648107501,+,47.0,2.0,26.34177218063371,LoMorph,OTHER,182.83096321013363,47.0406504922724
14474,182.0,52.0,14.67232983524582,+,52.0,10.0,51.59599562225878,LoMorph,OTHER,182.87074231384312,52.18099888767285
14476,182.0,52.0,50.52668315646997,+,54.0,41.0,9.364322177193571,LoMorph,OTHER,182.88070185643235,54.68593453393811
14477,182.0,54.0,8.096059824104032,+,50.0,55.0,37.49602229045479,LoMorph,OTHER,182.9022489055067,50.927082228414015
14478,182.0,55.0,15.663864828457008,+,46.0,59.0,4.188030021598479,LoMorph,OTHER,182.92101774023013,46.984496675006
14479,182.0,57.0,12.49502149564023,+,46.0,34.0,0.9709381027425934,LoMorph,OTHER,182.9534708393044,46.566936371695206
14484,183.0,1.0,2.126328124872998,+,56.0,10.0,47.520968739439695,LoMorph,OTHER,183.017257313368,56.17986693576096
14485,183.0,2.0,13.86362910837306,+,48.0,33.0,1.543913091979903,LoMorph,OTHER,183.037184341419,48.55042886474777
14486,183.0,2.0,59.37905690124581,+,48.0,59.0,51.661580696307965,LoMorph,OTHER,183.0498275158059,48.99768377241564
14487,183.0,4.0,24.98962315612289,+,55.0,40.0,36.92859071526868,LoMorph,OTHER,183.07360822865448,55.67692460853202
14489,183.0,9.0,56.13473002267483,+,51.0,40.0,43.7453236284739,LoMorph,OTHER,183.16559298056185,51.678818145452354
14490,183.0,11.0,40.38871824020816,+,51.0,32.0,50.78451799801542,LoMorph,OTHER,183.1945524217334,51.54744014388834
14492,183.0,14.0,26.001787618949948,+,48.0,48.0,24.504164031220625,LoMorph,OTHER,183.2405560521164,48.806806712230895
14494,183.0,17.0,9.997088058235022,+,47.0,28.0,58.22806884810461,LoMorph,OTHER,183.2861103022384,47.48284113023559
14496,183.0,19.0,48.83442121302778,+,56.0,12.0,53.99334914903193,LoMorph,OTHER,183.33023178367029,56.2149981525414
14500,183.0,22.0,39.843548311744144,+,53.0,28.0,53.31984863195032,LoMorph,OTHER,183.37773431897548,53.4814777357311
14501,183.0,23.0,5.348776158343753,+,53.0,48.0,57.81696951323852,LoMorph,OTHER,183.38481910448843,53.81606026930923
14503,183.0,24.0,2.098017489627182,+,46.0,33.0,56.295392040017305,LoMorph,OTHER,183.400582782636,46.565637608900005
14504,183.0,24.0,12.382390453340122,+,52.0,33.0,36.35690738739015,LoMorph,OTHER,183.4034395529037,52.56009914094094
14505,183.0,24.0,27.711801272741923,+,52.0,20.0,6.400710151322642,LoMorph,OTHER,183.40769772257576,52.33511130837537
14507,183.0,25.0,19.26117485023724,+,51.0,56.0,21.445757451501777,LoMorph,OTHER,183.42201699301395,51.93929048818097
14508,183.0,26.0,16.13206146736502,+,53.0,32.0,19.82265503262568,LoMorph,OTHER,183.4378144615187,53.53883962639795
14509,183.0,26.0,21.30990640872824,+,53.0,38.0,8.906498544324108,LoMorph,OTHER,183.4392527517802,53.63580736070676
14510,183.0,26.0,56.57571015617805,+,54.0,40.0,44.45951410912983,LoMorph,OTHER,183.44904880837672,54.67901653169698
14511,183.0,27.0,18.58226090925428,+,48.0,15.0,34.21466913731308,LoMorph,OTHER,183.45516173914143,48.259504074760365
14512,183.0,27.0,24.41975836544998,+,51.0,50.0,43.92979846906542,LoMorph,OTHER,183.45678326621265,51.845536055130296
14513,183.0,28.0,46.05044800267251,+,48.0,21.0,23.83163454449232,LoMorph,OTHER,183.4794584577785,48.35661989848458
14514,183.0,30.0,54.088962849812106,+,49.0,11.0,41.7151659774953,LoMorph,OTHER,183.51502471190275,49.19492087943819
14515,183.0,31.0,31.45295785133385,+,54.0,31.0,42.392162696156674,LoMorph,OTHER,183.52540359940315,54.5284422674156
14516,183.0,33.0,11.24702743281432,+,54.0,17.0,55.46942122021676,LoMorph,OTHER,183.5531241742869,54.298741505894505
14517,183.0,34.0,38.16560188887252,+,48.0,0.0,7.660168830818748,LoMorph,OTHER,183.5772682227469,48.00212782467523
14518,183.0,35.0,25.433931244424457,+,51.0,33.0,33.430769679726495,LoMorph,OTHER,183.59039831423456,51.55928632491104
