,RAh,RAm,RAs,DECsign,DECd,DECm,DECs,Catalog,Type,RA/deg,DEC/deg
10786,9.0,21.0,37.808999999996615,+,0.0,58.0,59.180000000000064,Proctor,BENT,140.40753749999996,0.9831055555555556
10787,9.0,23.0,38.81500000000358,+,57.0,6.0,5.419999999997458,Proctor,BENT,140.91172916666667,57.10150555555556
10788,9.0,24.0,29.326000000002352,+,14.0,14.0,4.809999999998951,Proctor,BENT,141.12219166666665,14.234669444444444
10789,9.0,25.0,38.92800000000349,+,36.0,27.0,19.490000000009218,Proctor,BENT,141.41219999999998,36.45541388888889
10790,9.0,26.0,45.09399999999971,+,3.0,9.0,27.219999999998947,Proctor,BENT,141.68789166666664,3.157561111111111
10791,9.0,27.0,2.99000000000504,+,54.0,23.0,51.85999999999751,Proctor,BENT,141.76245833333334,54.39773888888889
10792,9.0,30.0,49.26099999999778,+,64.0,22.0,37.00999999996839,Proctor,BENT,142.70525416666663,64.37694722222221
10793,9.0,31.0,59.44200000000152,+,20.0,12.0,45.76999999999913,Proctor,BENT,142.997675,20.21271388888889
10794,9.0,33.0,49.88700000001003,+,45.0,19.0,58.92000000002383,Proctor,BENT,143.45786250000003,45.33303333333334
10795,9.0,35.0,23.26400000000106,+,11.0,24.0,58.7700000000018,Proctor,BENT,143.8469333333333,11.416325
10796,9.0,35.0,23.479000000006067,+,23.0,55.0,5.030000000009238,Proctor,BENT,143.84782916666668,23.91806388888889
10797,9.0,36.0,16.437000000002087,-,4.0,55.0,35.3900000000003,Proctor,BENT,144.0684875,-4.926497222222222
10798,9.0,39.0,18.84099999999961,+,23.0,20.0,11.549999999995464,Proctor,BENT,144.82850416666665,23.336541666666665
10799,9.0,39.0,20.89500000000428,+,23.0,19.0,41.67000000000115,Proctor,BENT,144.8370625,23.328241666666667
10800,9.0,43.0,34.19899999999785,-,5.0,7.0,38.67999999999931,Proctor,BENT,145.8924958333333,-5.127411111111111
10801,9.0,44.0,43.82599999999556,+,2.0,48.0,0.0499999999991018,Proctor,BENT,146.1826083333333,2.8000138888888886
10802,9.0,44.0,55.015999999996126,-,6.0,16.0,8.639999999998835,Proctor,BENT,146.2292333333333,-6.269066666666666
10803,9.0,47.0,2.406999999999755,+,34.0,3.0,11.749999999987608,Proctor,BENT,146.76002916666664,34.053263888888885
10804,9.0,47.0,7.18200000000266,+,0.0,44.0,9.189999999999827,Proctor,BENT,146.779925,0.735886111111111
10805,9.0,47.0,15.887000000001734,+,52.0,51.0,5.200000000007208,Proctor,BENT,146.81619583333332,52.851444444444446
10806,9.0,48.0,41.60800000000336,+,42.0,18.0,29.65999999999383,Proctor,BENT,147.17336666666665,42.30823888888889
10807,9.0,50.0,7.371000000007655,+,43.0,44.0,0.4199999999917736,Proctor,BENT,147.53071250000002,43.73345
10808,9.0,51.0,2.369000000001052,+,10.0,22.0,16.650000000004468,Proctor,BENT,147.7598708333333,10.371291666666668
10809,9.0,51.0,14.020000000005837,+,18.0,1.0,55.5200000000022,Proctor,BENT,147.8084166666667,18.03208888888889
10810,9.0,52.0,53.40799999999987,-,4.0,49.0,52.70000000000067,Proctor,BENT,148.2225333333333,-4.831305555555556
10811,9.0,53.0,28.134000000007543,+,29.0,24.0,36.61999999999978,Proctor,BENT,148.36722500000002,29.410172222222226
10812,9.0,54.0,38.62500000000452,+,57.0,53.0,31.08999999999014,Proctor,BENT,148.6609375,57.89196944444444
10813,9.0,55.0,39.33100000000493,+,1.0,35.0,31.34000000000057,Proctor,BENT,148.91387916666667,1.5920388888888892
10814,9.0,56.0,3.235000000001662,+,23.0,38.0,10.8299999999997,Proctor,BENT,149.01347916666666,23.636341666666667
10815,9.0,56.0,41.7690000000087,+,18.0,35.0,42.20999999999009,Proctor,BENT,149.17403750000005,18.59505833333333
10816,9.0,57.0,0.5990000000049633,-,6.0,44.0,8.639999999999475,Proctor,BENT,149.25249583333334,-6.735733333333333
10817,9.0,57.0,15.641000000006784,+,19.0,6.0,44.27000000000817,Proctor,BENT,149.31517083333335,19.112297222222224
10818,9.0,57.0,59.55700000000192,+,3.0,27.0,17.250000000000938,Proctor,BENT,149.4981541666667,3.454791666666667
10819,9.0,58.0,0.1890000000092584,+,19.0,16.0,11.139999999991232,Proctor,BENT,149.50078750000003,19.26976111111111
10820,9.0,59.0,52.145000000005695,+,24.0,47.0,53.109999999999786,Proctor,BENT,149.96727083333334,24.79808611111111
10821,10.0,0.0,43.67200000000153,+,20.0,47.0,12.91000000000821,Proctor,BENT,150.18196666666665,20.786919444444447
10822,10.0,3.0,27.896000000003056,-,4.0,38.0,9.259999999999591,Proctor,BENT,150.86623333333333,-4.635905555555555
10823,10.0,5.0,15.343000000000728,+,22.0,10.0,42.55000000000564,Proctor,BENT,151.31392916666664,22.17848611111112
10824,10.0,5.0,15.890000000003113,+,23.0,15.0,3.8900000000055,Proctor,BENT,151.31620833333332,23.25108055555556
10825,10.0,7.0,55.63600000000008,+,15.0,50.0,7.879999999999399,Proctor,BENT,151.98181666666665,15.835522222222222
10826,10.0,8.0,36.777000000005415,+,28.0,13.0,1.8299999999908323,Proctor,BENT,152.15323750000002,28.217175
10827,10.0,9.0,43.34300000001065,+,3.0,37.0,14.299999999999358,Proctor,BENT,152.43059583333337,3.6206388888888887
10828,10.0,12.0,5.984999999997882,+,8.0,41.0,44.50999999999908,Proctor,BENT,153.02493749999996,8.695697222222222
10829,10.0,12.0,20.151999999998367,+,36.0,39.0,35.87000000000046,Proctor,BENT,153.08396666666664,36.65996388888889
10830,10.0,14.0,35.732000000005684,+,49.0,45.0,25.289999999995416,Proctor,BENT,153.64888333333334,49.757025
10831,10.0,14.0,42.7189999999959,+,0.0,38.0,6.999999999999602,Proctor,BENT,153.67799583333328,0.6352777777777776
10832,10.0,16.0,2.358000000009639,+,24.0,0.0,16.07999999999663,Proctor,BENT,154.00982500000003,24.004466666666666
10833,10.0,18.0,0.8920000000036055,+,63.0,52.0,28.02000000001101,Proctor,BENT,154.50371666666666,63.87445
10834,10.0,19.0,31.66600000000116,+,14.0,2.0,50.16999999999811,Proctor,BENT,154.88194166666665,14.047269444444444
10835,10.0,20.0,0.8250000000039392,+,17.0,14.0,56.12000000000336,Proctor,BENT,155.0034375,17.248922222222223
10836,10.0,22.0,16.817000000002764,-,4.0,20.0,54.11999999999857,Proctor,BENT,155.57007083333332,-4.348366666666666
10837,10.0,22.0,27.786000000000683,+,16.0,53.0,20.710000000003674,Proctor,BENT,155.615775,16.889086111111112
10838,10.0,22.0,54.74600000000464,+,42.0,16.0,33.24000000000012,Proctor,BENT,155.72810833333332,42.2759
10839,10.0,25.0,1.2890000000027158,+,4.0,1.0,52.94999999999895,Proctor,BENT,156.25537083333333,4.031375
10840,10.0,29.0,44.8550000000003,+,25.0,23.0,25.18999999999465,Proctor,BENT,157.43689583333332,25.39033055555556
10841,10.0,35.0,2.823000000005038,+,42.0,55.0,39.3400000000014,Proctor,BENT,158.7617625,42.927594444444445
10842,10.0,37.0,37.383000000000806,+,36.0,25.0,24.48999999999444,Proctor,BENT,159.40576249999998,36.42346944444444
10843,10.0,38.0,36.77800000000502,+,1.0,17.0,55.89999999999968,Proctor,BENT,159.65324166666667,1.2988611111111108
10844,10.0,39.0,38.90800000000837,+,55.0,37.0,42.77000000000612,Proctor,BENT,159.9121166666667,55.628547222222224
10845,10.0,39.0,47.00300000000425,-,6.0,45.0,27.39000000000118,Proctor,BENT,159.94584583333332,-6.757608333333334
10846,10.0,41.0,4.552000000001897,+,33.0,55.0,11.70999999997946,Proctor,BENT,160.26896666666664,33.91991944444444
10847,10.0,42.0,54.12199999999629,+,29.0,7.0,17.539999999999907,Proctor,BENT,160.7255083333333,29.12153888888889
10848,10.0,45.0,1.2450000000093553,+,12.0,58.0,5.8299999999978525,Proctor,BENT,161.25518750000003,12.96828611111111
10849,10.0,45.0,16.800000000007742,+,23.0,51.0,45.21000000000953,Proctor,BENT,161.32000000000002,23.862558333333336
10850,10.0,46.0,46.90900000001093,+,12.0,10.0,45.589999999999975,Proctor,BENT,161.6954541666667,12.179330555555556
10851,10.0,47.0,42.79300000000774,+,43.0,47.0,0.349999999996271,Proctor,BENT,161.9283041666667,43.78343055555556
10852,10.0,47.0,59.18400000000361,+,15.0,16.0,6.340000000004551,Proctor,BENT,161.9966,15.26842777777778
10853,10.0,49.0,14.459999999999551,+,0.0,59.0,52.860000000000014,Proctor,BENT,162.31024999999997,0.9980166666666668
10854,10.0,49.0,33.75899999999689,+,44.0,45.0,47.34999999999445,Proctor,BENT,162.39066249999996,44.763152777777776
10855,10.0,49.0,54.98200000000523,+,46.0,19.0,25.55000000000745,Proctor,BENT,162.47909166666668,46.32376388888889
10856,10.0,51.0,30.50500000000312,+,5.0,3.0,11.559999999998354,Proctor,BENT,162.87710416666667,5.053211111111111
10857,10.0,51.0,39.59300000000511,+,58.0,7.0,53.29999999999757,Proctor,BENT,162.91497083333334,58.13147222222222
10858,10.0,52.0,28.87899999999945,+,11.0,45.0,46.659999999997126,Proctor,BENT,163.12032916666664,11.76296111111111
10859,10.0,54.0,2.9760000000015907,-,2.0,9.0,3.02000000000028,Proctor,BENT,163.5124,-2.150838888888889
10860,10.0,55.0,0.9860000000003312,+,52.0,2.0,1.2999999999937015,Proctor,BENT,163.7541083333333,52.03369444444444
10861,11.0,2.0,21.570999999999003,-,6.0,13.0,55.73000000000022,Proctor,BENT,165.58987916666663,-6.232147222222222
10862,11.0,4.0,43.89099999999772,+,47.0,26.0,54.109999999985234,Proctor,BENT,166.18287916666662,47.448363888888885
10863,11.0,5.0,55.11100000000226,+,0.0,3.0,33.63000000000001,Proctor,BENT,166.47962916666663,0.0593416666666666
10864,11.0,11.0,39.614000000005376,+,40.0,47.0,20.830000000002546,Proctor,BENT,167.91505833333335,40.789119444444445
10865,11.0,18.0,34.17700000000863,+,31.0,15.0,24.1600000000048,Proctor,BENT,169.6424041666667,31.256711111111112
10866,11.0,19.0,31.79600000000121,+,2.0,7.0,30.61,Proctor,BENT,169.8824833333333,2.1251694444444444
10867,11.0,19.0,34.709000000000714,+,63.0,17.0,15.140000000001235,Proctor,BENT,169.8946208333333,63.28753888888889
10868,11.0,19.0,47.04899999999682,+,37.0,50.0,53.97000000000958,Proctor,BENT,169.94603749999996,37.848325
10869,11.0,20.0,40.51600000000377,+,29.0,12.0,26.039999999992176,Proctor,BENT,170.16881666666666,29.20723333333333
10870,11.0,21.0,18.27100000000371,+,0.0,13.0,34.91999999999994,Proctor,BENT,170.32612916666668,0.2263666666666666
10871,11.0,24.0,46.44100000000776,+,28.0,57.0,6.270000000000948,Proctor,BENT,171.19350416666668,28.951741666666667
10872,11.0,25.0,1.6930000000037635,+,9.0,10.0,4.309999999998126,Proctor,BENT,171.25705416666665,9.167863888888888
10873,11.0,26.0,55.744000000001535,+,40.0,3.0,32.700000000000955,Proctor,BENT,171.73226666666665,40.05908333333333
10874,11.0,29.0,23.70099999999681,+,21.0,1.0,19.619999999995628,Proctor,BENT,172.34875416666662,21.022116666666665
10875,11.0,31.0,22.875000000001364,+,21.0,26.0,8.209999999996285,Proctor,BENT,172.84531249999998,21.435613888888888
10876,11.0,31.0,31.51100000000838,+,1.0,28.0,45.220000000000056,Proctor,BENT,172.88129583333335,1.4792277777777778
10877,11.0,33.0,56.43900000001139,+,49.0,3.0,51.88999999998998,Proctor,BENT,173.48516250000003,49.064413888888886
10878,11.0,38.0,28.36400000000665,+,15.0,54.0,58.05000000000348,Proctor,BENT,174.61818333333335,15.916125
10879,11.0,38.0,43.858999999996655,+,33.0,43.0,27.99999999999841,Proctor,BENT,174.68274583333329,33.724444444444444
10880,11.0,38.0,48.33299999999639,+,33.0,43.0,14.670000000007803,Proctor,BENT,174.70138749999995,33.72074166666667
10881,11.0,38.0,48.33299999999639,+,33.0,43.0,14.670000000007803,Proctor,BENT,174.70138749999995,33.72074166666667
10882,11.0,38.0,52.55399999999966,+,33.0,42.0,55.83000000002187,Proctor,BENT,174.71897499999997,33.71550833333334
10883,11.0,40.0,19.33500000000663,+,53.0,50.0,30.73999999999728,Proctor,BENT,175.0805625,53.84187222222222
10884,11.0,41.0,10.972000000010382,+,5.0,43.0,51.66000000000153,Proctor,BENT,175.2957166666667,5.731016666666667
10885,11.0,43.0,40.14400000000123,+,7.0,29.0,51.36000000000095,Proctor,BENT,175.91726666666665,7.4976
10886,11.0,45.0,52.843000000009255,-,7.0,57.0,52.73999999999944,Proctor,BENT,176.4701791666667,-7.96465
10887,11.0,49.0,29.527999999997547,+,49.0,11.0,32.09999999997933,Proctor,BENT,177.3730333333333,49.19225
10888,11.0,51.0,46.64099999999692,+,4.0,22.0,7.579999999998606,Proctor,BENT,177.94433749999996,4.368772222222222
10889,11.0,52.0,35.63700000000296,+,42.0,29.0,4.330000000002201,Proctor,BENT,178.1484875,42.48453611111111
10890,11.0,52.0,43.29500000001076,+,34.0,5.0,34.970000000009804,Proctor,BENT,178.18039583333336,34.093047222222225
10891,11.0,54.0,24.51500000000081,+,2.0,6.0,43.85000000000062,Proctor,BENT,178.6021458333333,2.112180555555556
10892,11.0,55.0,5.530999999997732,+,21.0,26.0,30.320000000001244,Proctor,BENT,178.7730458333333,21.44175555555556
10893,11.0,55.0,13.49199999999513,+,0.0,31.0,52.82000000000018,Proctor,BENT,178.8062166666666,0.531338888888889
10894,11.0,55.0,49.530000000005,+,10.0,59.0,30.50999999999945,Proctor,BENT,178.956375,10.991808333333331
10895,12.0,0.0,45.9089999999982,+,29.0,42.0,39.339999999994575,Proctor,BENT,180.1912875,29.710927777777776
10896,12.0,1.0,26.69300000000959,-,7.0,3.0,10.07999999999825,Proctor,BENT,180.36122083333336,-7.0528
10897,12.0,2.0,4.898000000005283,+,58.0,1.0,45.60999999998444,Proctor,BENT,180.5204083333333,58.02933611111111
10898,12.0,2.0,26.663000000005184,+,12.0,16.0,46.780000000004094,Proctor,BENT,180.6110958333333,12.279661111111112
10899,12.0,4.0,1.6599999999988313,+,20.0,13.0,21.479999999990863,Proctor,BENT,181.00691666666663,20.22263333333333
10900,12.0,4.0,31.68500000000648,+,37.0,57.0,25.10999999999968,Proctor,BENT,181.1320208333333,37.956975
10901,12.0,4.0,32.27499999999836,+,3.0,58.0,16.53000000000091,Proctor,BENT,181.13447916666664,3.9712583333333336
10902,12.0,4.0,59.590999999996654,+,45.0,59.0,36.760000000004425,Proctor,BENT,181.2482958333333,45.993544444444446
10903,12.0,6.0,20.2680000000052,+,3.0,46.0,51.28,Proctor,BENT,181.58445,3.780911111111111
10904,12.0,6.0,48.32100000000793,+,31.0,52.0,16.690000000001532,Proctor,BENT,181.7013375,31.87130277777777
10905,12.0,8.0,13.49099999999595,+,44.0,3.0,43.06999999997856,Proctor,BENT,182.0562125,44.06196388888888
10906,12.0,9.0,1.1919999999994957,+,57.0,15.0,26.20000000000857,Proctor,BENT,182.25496666666663,57.25727777777778
10907,12.0,10.0,47.1799999999952,+,56.0,16.0,5.730000000007749,Proctor,BENT,182.69658333333328,56.268258333333335
10908,12.0,12.0,32.24500000000205,+,18.0,13.0,41.57999999999305,Proctor,BENT,183.13435416666664,18.228216666666665
10909,12.0,17.0,39.57400000000703,+,3.0,39.0,54.24999999999926,Proctor,BENT,184.41489166666668,3.665069444444444
10910,12.0,19.0,43.200000000000784,+,4.0,33.0,39.34999999999917,Proctor,BENT,184.93,4.560930555555555
10911,12.0,21.0,10.189999999995932,+,51.0,50.0,52.049999999997,Proctor,BENT,185.2924583333333,51.847791666666666
10912,12.0,22.0,24.24299999999945,-,4.0,49.0,30.839999999999748,Proctor,BENT,185.6010125,-4.825233333333333
10913,12.0,23.0,32.9599999999968,+,61.0,15.0,7.280000000002929,Proctor,BENT,185.8873333333333,61.25202222222222
10914,12.0,25.0,4.532000000006775,+,12.0,53.0,5.86999999999918,Proctor,BENT,186.2688833333333,12.884963888888889
10915,12.0,25.0,25.682999999998657,+,37.0,37.0,24.509999999996808,Proctor,BENT,186.3570125,37.623475
10916,12.0,29.0,51.43600000000305,+,11.0,40.0,30.469999999996844,Proctor,BENT,187.46431666666663,11.675130555555556
10917,12.0,30.0,5.782000000003507,-,7.0,52.0,51.97000000000244,Proctor,BENT,187.52409166666664,-7.881102777777779
10918,12.0,36.0,7.616999999997063,+,16.0,38.0,25.469999999999686,Proctor,BENT,189.0317375,16.640408333333333
10919,12.0,36.0,27.82200000000273,+,16.0,32.0,2.420000000001039,Proctor,BENT,189.115925,16.534005555555556
10920,12.0,40.0,59.476000000002216,+,18.0,32.0,26.10000000000269,Proctor,BENT,190.2478166666667,18.54058333333333
10921,12.0,41.0,33.277000000009025,+,14.0,7.0,34.43000000000424,Proctor,BENT,190.38865416666667,14.126230555555557
10922,12.0,42.0,6.926000000005246,+,32.0,32.0,29.46999999998241,Proctor,BENT,190.5288583333333,32.54151944444444
10923,12.0,46.0,19.348000000006635,+,26.0,26.0,51.46999999999992,Proctor,BENT,191.58061666666669,26.44763055555556
10924,12.0,47.0,25.55999999999756,+,9.0,31.0,2.5600000000005707,Proctor,BENT,191.85649999999995,9.517377777777778
10925,12.0,49.0,17.504000000005107,+,50.0,4.0,59.59000000000344,Proctor,BENT,192.3229333333333,50.083219444444445
10926,12.0,49.0,43.09200000000487,+,30.0,38.0,50.77000000000396,Proctor,BENT,192.42955,30.647436111111112
10927,12.0,50.0,3.42500000001138,-,1.0,32.0,22.16999999999928,Proctor,BENT,192.51427083333337,-1.5394916666666665
10928,12.0,50.0,45.66100000000191,+,34.0,40.0,35.300000000003706,Proctor,BENT,192.69025416666665,34.67647222222222
10929,12.0,56.0,59.73100000000727,+,6.0,19.0,18.90999999999913,Proctor,BENT,194.24887916666668,6.321919444444444
10930,12.0,57.0,46.78600000000259,+,48.0,54.0,57.62000000000626,Proctor,BENT,194.4449416666667,48.91600555555556
10931,12.0,58.0,19.29800000000455,+,44.0,31.0,51.75999999998396,Proctor,BENT,194.5804083333333,44.53104444444444
10932,12.0,58.0,22.807000000006354,+,11.0,10.0,43.62999999999673,Proctor,BENT,194.59502916666668,11.17878611111111
10933,12.0,59.0,24.649000000001426,+,9.0,46.0,32.80000000000044,Proctor,BENT,194.85270416666663,9.775777777777778
10934,13.0,3.0,29.48900000000989,+,49.0,35.0,50.450000000012096,Proctor,BENT,195.8728708333333,49.59734722222223
10935,13.0,4.0,9.385000000005874,+,18.0,55.0,58.3000000000041,Proctor,BENT,196.03910416666668,18.932861111111112
10936,13.0,7.0,0.1020000000063703,-,6.0,31.0,24.440000000000023,Proctor,BENT,196.750425,-6.523455555555556
10937,13.0,7.0,43.39900000000824,+,56.0,50.0,57.20000000000596,Proctor,BENT,196.93082916666668,56.849222222222224
10938,13.0,8.0,17.48800000000415,+,17.0,51.0,41.73000000000911,Proctor,BENT,197.07286666666667,17.86159166666667
10939,13.0,8.0,33.24400000000665,+,53.0,11.0,12.089999999980137,Proctor,BENT,197.13851666666667,53.18669166666666
10940,13.0,9.0,5.886000000002269,+,10.0,29.0,35.31999999999499,Proctor,BENT,197.274525,10.493144444444445
10941,13.0,10.0,36.87399999999883,+,24.0,18.0,36.50000000000347,Proctor,BENT,197.65364166666663,24.31013888888889
10942,13.0,13.0,37.61600000000385,+,17.0,45.0,25.18999999999636,Proctor,BENT,198.4067333333333,17.75699722222222
10943,13.0,16.0,17.812000000002968,+,7.0,2.0,30.909999999998234,Proctor,BENT,199.07421666666664,7.041919444444444
10944,13.0,17.0,39.29999999999964,+,19.0,10.0,26.919999999998367,Proctor,BENT,199.41375,19.174144444444444
10945,13.0,18.0,12.934000000008156,+,51.0,26.0,38.6399999999918,Proctor,BENT,199.5538916666667,51.44406666666666
10946,13.0,22.0,56.17100000000718,+,58.0,10.0,12.29999999999052,Proctor,BENT,200.7340458333333,58.17008333333333
10947,13.0,28.0,32.63000000000716,+,14.0,36.0,57.89999999999594,Proctor,BENT,202.1359583333333,14.616083333333332
10948,13.0,30.0,30.037000000002934,+,6.0,49.0,22.369999999997816,Proctor,BENT,202.62515416666665,6.822880555555555
10949,13.0,31.0,24.25200000000359,-,5.0,44.0,19.33000000000135,Proctor,BENT,202.85105,-5.738702777777778
10950,13.0,33.0,34.25100000000512,+,54.0,27.0,40.10000000000275,Proctor,BENT,203.3927125,54.46113888888889
10951,13.0,33.0,37.71399999999943,-,6.0,57.0,59.09000000000006,Proctor,BENT,203.40714166666663,-6.966413888888889
10952,13.0,34.0,16.45600000000144,+,33.0,23.0,42.299999999995634,Proctor,BENT,203.56856666666664,33.39508333333333
10953,13.0,34.0,21.52800000000269,+,33.0,22.0,58.089999999994575,Proctor,BENT,203.5897,33.382802777777776
10954,13.0,35.0,40.99999999999895,+,53.0,52.0,19.520000000001687,Proctor,BENT,203.9208333333333,53.87208888888889
10955,13.0,36.0,31.575999999997748,+,40.0,35.0,41.49000000000456,Proctor,BENT,204.13156666666663,40.594858333333335
10956,13.0,38.0,24.99299999999536,+,29.0,30.0,57.239999999994495,Proctor,BENT,204.60413749999995,29.5159
10957,13.0,39.0,4.002000000007513,+,16.0,20.0,43.89999999999077,Proctor,BENT,204.766675,16.345527777777775
10958,13.0,40.0,39.4619999999982,+,55.0,50.0,24.299999999996658,Proctor,BENT,205.164425,55.84008333333333
10959,13.0,41.0,17.757000000003273,+,54.0,6.0,11.049999999996771,Proctor,BENT,205.3239875,54.10306944444444
10960,13.0,41.0,34.00300000000499,+,53.0,44.0,47.28999999999587,Proctor,BENT,205.39167916666668,53.74646944444444
10961,13.0,41.0,50.902000000005785,+,26.0,22.0,31.950000000000784,Proctor,BENT,205.46209166666668,26.375541666666667
10962,13.0,42.0,43.83100000000681,+,12.0,26.0,53.84000000000185,Proctor,BENT,205.68262916666663,12.44828888888889
10963,13.0,42.0,59.42699999999547,-,3.0,34.0,12.369999999999663,Proctor,BENT,205.7476125,-3.5701027777777776
10964,13.0,43.0,37.28200000000726,+,29.0,28.0,34.159999999994,Proctor,BENT,205.9053416666667,29.47615555555556
10965,13.0,44.0,4.397000000001441,+,24.0,25.0,44.63000000000648,Proctor,BENT,206.0183208333333,24.42906388888889
10966,13.0,44.0,13.848000000001406,+,0.0,16.0,45.98000000000013,Proctor,BENT,206.0577,0.2794388888888889
10967,13.0,44.0,25.501000000005405,+,11.0,34.0,41.02000000000089,Proctor,BENT,206.10625416666667,11.578061111111111
10968,13.0,50.0,31.949000000008,+,33.0,1.0,20.680000000000973,Proctor,BENT,207.6331208333333,33.02241111111111
10969,13.0,51.0,19.085000000003447,-,5.0,49.0,25.589999999998128,Proctor,BENT,207.82952083333333,-5.823775
10970,13.0,51.0,21.03399999999823,-,5.0,48.0,47.06999999999837,Proctor,BENT,207.83764166666663,-5.813075
10971,13.0,53.0,41.07400000000439,+,9.0,42.0,29.699999999998568,Proctor,BENT,208.42114166666667,9.70825
10972,13.0,58.0,57.53699999999967,+,53.0,28.0,42.10000000000605,Proctor,BENT,209.7397375,53.47836111111111
10973,14.0,0.0,0.4160000000027253,+,28.0,29.0,56.359999999998536,Proctor,BENT,210.0017333333333,28.49898888888889
10974,14.0,1.0,45.63100000000816,+,28.0,33.0,55.47999999999831,Proctor,BENT,210.44012916666668,28.56541111111111
10975,14.0,1.0,47.96600000001106,+,28.0,33.0,13.11999999999898,Proctor,BENT,210.44985833333337,28.553644444444444
10976,14.0,6.0,4.453000000000316,+,40.0,41.0,44.9399999999963,Proctor,BENT,211.51855416666663,40.695816666666666
10977,14.0,6.0,17.53799999999771,+,27.0,56.0,21.98000000000576,Proctor,BENT,211.573075,27.93943888888889
10978,14.0,6.0,56.732000000007474,+,55.0,4.0,2.170000000015761,Proctor,BENT,211.7363833333333,55.06726944444445
10979,14.0,10.0,21.36899999999997,+,5.0,16.0,3.05999999999905,Proctor,BENT,212.5890375,5.267516666666666
10980,14.0,13.0,30.260999999998432,+,48.0,44.0,32.47999999999877,Proctor,BENT,213.37608749999995,48.74235555555556
10981,14.0,14.0,56.147000000005534,+,17.0,46.0,13.989999999996314,Proctor,BENT,213.7339458333333,17.770552777777777
10982,14.0,17.0,2.222000000008535,+,20.0,19.0,6.359999999992851,Proctor,BENT,214.2592583333333,20.31843333333333
10983,14.0,20.0,31.07000000000184,-,6.0,22.0,42.48999999999789,Proctor,BENT,215.1294583333333,-6.378469444444444
10984,14.0,21.0,41.232000000000255,-,7.0,43.0,37.190000000001646,Proctor,BENT,215.4218,-7.726997222222223
10985,14.0,25.0,13.889000000005325,+,12.0,10.0,16.709999999996228,Proctor,BENT,216.3078708333333,12.171308333333332
10986,14.0,26.0,15.238000000008752,+,0.0,50.0,22.850000000000108,Proctor,BENT,216.56349166666664,0.8396805555555557
10987,14.0,28.0,42.82700000000801,+,55.0,20.0,56.899999999996,Proctor,BENT,217.1784458333333,55.34913888888889
10988,14.0,29.0,27.28400000000149,+,54.0,43.0,43.290000000011446,Proctor,BENT,217.3636833333333,54.72869166666667
10989,14.0,30.0,53.36400000000268,+,20.0,59.0,11.350000000005023,Proctor,BENT,217.72235,20.98648611111112
10990,14.0,30.0,54.16700000000034,+,20.0,59.0,9.899999999999524,Proctor,BENT,217.7256958333333,20.986083333333333
10991,14.0,30.0,57.26600000000346,+,20.0,58.0,44.27999999999315,Proctor,BENT,217.73860833333333,20.978966666666665
10992,14.0,33.0,48.60600000000844,+,42.0,52.0,50.71000000000538,Proctor,BENT,218.452525,42.88075277777778
10993,14.0,34.0,8.199000000005299,+,1.0,36.0,22.380000000000702,Proctor,BENT,218.5341625,1.6062166666666668
10994,14.0,34.0,48.93100000000516,-,2.0,15.0,9.430000000000229,Proctor,BENT,218.70387916666667,-2.2526194444444445
10995,14.0,35.0,5.578000000009098,-,4.0,9.0,20.92000000000084,Proctor,BENT,218.77324166666668,-4.155811111111111
10996,14.0,36.0,58.109000000003306,+,47.0,48.0,54.65999999998815,Proctor,BENT,219.24212083333333,47.81518333333333
10997,14.0,40.0,20.25300000000385,+,11.0,24.0,51.770000000003904,Proctor,BENT,220.0843875,11.414380555555557
10998,14.0,41.0,9.5410000000102,+,18.0,40.0,26.03000000000293,Proctor,BENT,220.28975416666668,18.673897222222223
10999,14.0,46.0,25.844000000004428,+,21.0,41.0,52.40000000000521,Proctor,BENT,221.6076833333333,21.69788888888889
11000,14.0,48.0,4.868000000007271,+,14.0,47.0,6.1199999999981,Proctor,BENT,222.0202833333333,14.785033333333333
11001,14.0,50.0,1.6450000000013176,+,14.0,47.0,49.120000000001625,Proctor,BENT,222.50685416666664,14.796977777777778
11002,14.0,50.0,22.54100000001032,+,27.0,28.0,9.019999999990771,Proctor,BENT,222.59392083333336,27.46917222222222
11003,14.0,51.0,0.205000000001263,+,31.0,21.0,10.650000000000546,Proctor,BENT,222.75085416666664,31.352958333333333
11004,15.0,0.0,52.43300000000417,-,3.0,17.0,26.79000000000002,Proctor,BENT,225.21847083333333,-3.290775
11005,15.0,1.0,5.270000000009532,+,8.0,57.0,7.679999999996596,Proctor,BENT,225.2719583333333,8.952133333333332
11006,15.0,1.0,14.325000000011698,+,9.0,59.0,33.339999999999606,Proctor,BENT,225.3096875,9.992594444444444
11007,15.0,1.0,15.470000000002813,+,51.0,48.0,22.179999999992788,Proctor,BENT,225.3144583333333,51.80616111111111
11008,15.0,2.0,27.52399999999924,+,52.0,44.0,5.099999999993656,Proctor,BENT,225.6146833333333,52.73475
11009,15.0,4.0,18.013000000003245,+,28.0,35.0,9.199999999998454,Proctor,BENT,226.07505416666663,28.58588888888889
11010,15.0,4.0,19.093000000007123,+,28.0,35.0,39.02999999999963,Proctor,BENT,226.07955416666667,28.594175
11011,15.0,5.0,39.75300000000317,+,47.0,6.0,4.460000000016748,Proctor,BENT,226.4156375,47.10123888888889
11012,15.0,6.0,44.07800000000691,+,34.0,28.0,6.640000000005557,Proctor,BENT,226.6836583333333,34.46851111111111
